"level","from","to","No. of climate zones","Climate zones"
"Order","cytophagales","solirubrobacterales",1,"Dwb"
"Order","cytophagales","mnd1",2,"Dwb/EF"
"Order","cytophagales","saprospirales",1,"Dwc"
"Order","cytophagales","ellin5290",1,"ET"
"Order","cytophagales","pedosphaerales",1,"ET"
"Order","desulfuromonadales","gemmatales",2,"Af/Cfa"
"Order","desulfuromonadales","flavobacteriales",1,"Aw"
"Order","desulfuromonadales","gaiellales",2,"Aw/Dwb"
"Order","desulfuromonadales","gemmatimonadales",1,"Cfa"
"Order","desulfuromonadales","saprospirales",1,"Cfa"
"Order","desulfuromonadales","xanthomonadales",1,"Cfa"
"Order","desulfuromonadales","stramenopiles",2,"Cfa/ET"
"Order","desulfuromonadales","rb41",1,"Cfb"
"Order","desulfuromonadales","solibacterales",1,"Csb"
"Order","desulfuromonadales","myxococcales",2,"Csb/Dfa"
"Order","desulfuromonadales","unassigned",1,"Dfb"
"Order","desulfuromonadales","opitutales",1,"Dfc"
"Order","desulfuromonadales","rhodospirillales",2,"Dfc/Dwc"
"Order","desulfuromonadales","pseudomonadales",1,"EF"
"Order","desulfuromonadales","solirubrobacterales",1,"EF"
"Order","ellin329","htcc2188",2,"Af/Aw"
"Order","ellin329","flavobacteriales",1,"Am"
"Order","ellin329","ellin5290",1,"Aw"
"Order","ellin329","sphingomonadales",1,"BSh"
"Order","ellin329","solirubrobacterales",3,"BSh/Csa/ET"
"Order","ellin329","rickettsiales",2,"BSh/ET"
"Order","ellin329","mariprofundales",1,"BSk"
"Order","ellin329","mnd1",1,"Cfa"
"Order","ellin329","rhodobacterales",2,"Cfa/Cfb"
"Order","ellin329","fac88",2,"Cfa/Dfb"
"Order","ellin329","sva0725",1,"Csa"
"Order","ellin329","xanthomonadales",1,"Csa"
"Order","ellin329","gaiellales",2,"Csa/Csb"
"Order","ellin329","pedosphaerales",2,"Csa/Dfa"
"Order","ellin329","syntrophobacterales",2,"Cwb/Dwc"
"Order","ellin329","gemmatales",1,"Dwb"
"Order","ellin329","solibacterales",1,"Dwb"
"Order","ellin329","ellin6513",2,"Dwb/Dwc"
"Order","ellin329","nitrospirales",2,"Dwb/Dwc"
"Order","ellin329","opitutales",1,"Dwc"
"Order","ellin329","ellin6067",1,"EF"
"Order","ellin329","pirellulales",1,"ET"
"Order","ellin329","stramenopiles",1,"ET"
"Order","ellin5290","rb41",2,"Am/Aw"
"Order","ellin5290","gemmatimonadales",2,"Aw/Csb"
"Order","ellin5290","solibacterales",1,"BSk"
"Order","ellin5290","pedosphaerales",1,"Cfb"
"Order","ellin5290","sva0725",1,"Cfb"
"Order","ellin5290","fimbriimonadales",2,"Cfb/Cwb"
"Order","ellin5290","mnd1",2,"Cfb/Dfb"
"Order","ellin5290","syntrophobacterales",2,"Cfb/Dwc"
"Order","ellin5290","myxococcales",2,"Cwb/ET"
"Order","ellin5290","gemmatales",1,"Dfc"
"Order","ellin5290","gaiellales",2,"Dfc/Dwb"
"Order","ellin5290","xanthomonadales",2,"Dwb/Dwc"
"Order","ellin5290","flavobacteriales",1,"ET"
"Order","ellin5290","rhodobacterales",1,"ET"
"Order","ellin5290","stramenopiles",1,"ET"
"Order","ellin6067","mnd1",1,"Af"
"Order","ellin6067","stramenopiles",1,"Af"
"Order","ellin6067","miz46",1,"Am"
"Order","ellin6067","pedosphaerales",1,"Am"
"Order","ellin6067","syntrophobacterales",1,"Am"
"Order","ellin6067","gemmatales",2,"Aw/BSk"
"Order","ellin6067","rhodospirillales",1,"BSh"
"Order","ellin6067","thiotrichales",1,"BSk"
"Order","ellin6067","sphingomonadales",3,"BSk/Dfa/ET"
"Order","ellin6067","opitutales",2,"BSk/Dfc"
"Order","ellin6067","saprospirales",2,"Csa/Cwb"
"Order","ellin6067","rhizobiales",1,"Csb"
"Order","ellin6067","rhodobacterales",2,"Cwb/Dfa"
"Order","ellin6067","nitrospirales",2,"Cwb/EF"
"Order","ellin6067","solirubrobacterales",1,"Dfa"
"Order","ellin6067","n1423wl",1,"Dfb"
"Order","ellin6067","gemmatimonadales",1,"Dwb"
"Order","ellin6067","pseudomonadales",1,"Dwb"
"Order","ellin6067","solibacterales",1,"EF"
"Order","ellin6067","xanthomonadales",1,"EF"
"Order","ellin6067","gaiellales",2,"EF/ET"
"Order","ellin6513","solirubrobacterales",2,"Af/Csb"
"Order","ellin6513","flavobacteriales",1,"Aw"
"Order","ellin6513","rhodobacterales",1,"Aw"
"Order","ellin6513","unassigned",1,"Aw"
"Order","ellin6513","rb41",2,"Aw/Dfa"
"Order","ellin6513","fimbriimonadales",2,"Cfb/Csb"
"Order","ellin6513","nitrospirales",1,"Csb"
"Order","ellin6513","stramenopiles",1,"Csb"
"Order","ellin6513","saprospirales",1,"Dfa"
"Order","ellin6513","solibacterales",1,"Dfa"
"Order","ellin6513","gaiellales",1,"Dfb"
"Order","ellin6513","planctomycetales",1,"Dfb"
"Order","ellin6513","xanthomonadales",1,"Dfc"
"Order","ellin6513","htcc2188",1,"ET"
"Order","ellin6513","pedosphaerales",1,"ET"
"Order","fac88","pedosphaerales",1,"BSk"
"Order","fac88","mnd1",2,"BSk/Cfa"
"Order","fac88","gemmatales",2,"BSk/ET"
"Order","fac88","gaiellales",1,"Cfa"
"Order","fac88","htcc2188",1,"Cfa"
"Order","fac88","nitrospirales",1,"Cfb"
"Order","fac88","stramenopiles",1,"Cfb"
"Order","fac88","sphingobacteriales",2,"Cfb/ET"
"Order","fac88","solirubrobacterales",1,"Csb"
"Order","fac88","n1423wl",1,"Dfb"
"Order","fac88","rhizobiales",1,"Dfb"
"Order","fac88","planctomycetales",1,"Dwb"
"Order","fac88","saprospirales",1,"Dwb"
"Order","fac88","gemmatimonadales",1,"Dwc"
"Order","fac88","myxococcales",1,"ET"
"Order","fac88","rb41",1,"ET"
"Order","fimbriimonadales","rhodospirillales",2,"Af/Aw"
"Order","fimbriimonadales","mnd1",1,"Am"
"Order","fimbriimonadales","solibacterales",2,"Am/BSk"
"Order","fimbriimonadales","rhizobiales",1,"Aw"
"Order","fimbriimonadales","xanthomonadales",2,"Aw/Dfa"
"Order","fimbriimonadales","sphingobacteriales",1,"BSh"
"Order","fimbriimonadales","nitrospirales",2,"BSh/Csb"
"Order","fimbriimonadales","pedosphaerales",1,"BSk"
"Order","fimbriimonadales","pirellulales",2,"BSk/Cfa"
"Order","fimbriimonadales","rhodobacterales",2,"BSk/Dfc"
"Order","fimbriimonadales","rb41",2,"BSk/Dwb"
"Order","fimbriimonadales","verrucomicrobiales",1,"Cfa"
"Order","fimbriimonadales","sphingomonadales",1,"Cwb"
"Order","fimbriimonadales","myxococcales",1,"Dfa"
"Order","fimbriimonadales","saprospirales",2,"Dfa/ET"
"Order","fimbriimonadales","planctomycetales",1,"Dfb"
"Order","fimbriimonadales","gemmatales",1,"Dfc"
"Order","fimbriimonadales","syntrophobacterales",1,"Dfc"
"Order","fimbriimonadales","solirubrobacterales",1,"Dwb"
"Order","fimbriimonadales","miz46",1,"ET"
"Order","flavobacteriales","mnd1",2,"Af/BSk"
"Order","flavobacteriales","planctomycetales",1,"Am"
"Order","flavobacteriales","pedosphaerales",2,"Am/BSk"
"Order","flavobacteriales","xanthomonadales",1,"BSh"
"Order","flavobacteriales","pirellulales",2,"BSk/ET"
"Order","flavobacteriales","solibacterales",2,"Cfa/Dwc"
"Order","flavobacteriales","rhizobiales",1,"Csb"
"Order","flavobacteriales","opitutales",1,"Dfa"
"Order","flavobacteriales","sphingobacteriales",1,"Dfa"
"Order","flavobacteriales","unassigned",1,"Dfb"
"Order","flavobacteriales","leptospirales",1,"Dfc"
"Order","flavobacteriales","gemmatimonadales",1,"Dwb"
"Order","flavobacteriales","myxococcales",1,"Dwb"
"Order","flavobacteriales","sphingomonadales",1,"Dwb"
"Order","flavobacteriales","syntrophobacterales",1,"Dwb"
"Order","flavobacteriales","gaiellales",1,"Dwc"
"Order","flavobacteriales","pseudomonadales",1,"EF"
"Order","flavobacteriales","gemmatales",1,"ET"
"Order","flavobacteriales","htcc2188",1,"ET"
"Order","gaiellales","gaiellales",1,"Af"
"Order","gaiellales","unassigned",1,"Af"
"Order","gaiellales","myxococcales",1,"Am"
"Order","gaiellales","xanthomonadales",1,"Am"
"Order","gaiellales","leptospirales",1,"Aw"
"Order","gaiellales","gemmatales",1,"BSh"
"Order","gaiellales","mnd1",1,"BSk"
"Order","gaiellales","n1423wl",1,"BSk"
"Order","gaiellales","pirellulales",1,"BSk"
"Order","gaiellales","rhodobacterales",1,"BSk"
"Order","gaiellales","sphingobacteriales",1,"Cfb"
"Order","gaiellales","mariprofundales",2,"Csb/Dfa"
"Order","gaiellales","saprospirales",1,"Cwb"
"Order","gaiellales","nitrospirales",1,"Dfb"
"Order","gaiellales","stramenopiles",1,"Dfb"
"Order","gaiellales","gemmatimonadales",2,"Dfb/EF"
"Order","gaiellales","htcc2188",1,"Dwb"
"Order","gaiellales","thiotrichales",1,"Dwb"
"Order","gaiellales","solirubrobacterales",1,"Dwc"
"Order","gaiellales","opitutales",1,"EF"
"Order","gaiellales","pseudomonadales",1,"EF"
"Order","gaiellales","rhizobiales",1,"EF"
"Order","gaiellales","planctomycetales",1,"ET"
"Order","gaiellales","rhodospirillales",1,"ET"
"Order","gemmatales","saprospirales",1,"Af"
"Order","gemmatales","pedosphaerales",2,"Af/Dfb"
"Order","gemmatales","miz46",2,"Af/ET"
"Order","gemmatales","rhodospirillales",1,"Am"
"Order","gemmatales","sphingobacteriales",1,"Am"
"Order","gemmatales","gemmatimonadales",2,"Am/Cfa"
"Order","gemmatales","opitutales",1,"Aw"
"Order","gemmatales","rb41",1,"Aw"
"Order","gemmatales","unassigned",1,"Aw"
"Order","gemmatales","n1423wl",2,"Aw/Cwb"
"Order","gemmatales","rhodobacterales",1,"BSh"
"Order","gemmatales","pseudomonadales",2,"BSh/Dwb"
"Order","gemmatales","syntrophobacterales",2,"BSh/EF"
"Order","gemmatales","solirubrobacterales",1,"BSk"
"Order","gemmatales","xanthomonadales",2,"BSk/Cwb"
"Order","gemmatales","sphingomonadales",2,"BSk/Dwb"
"Order","gemmatales","htcc2188",1,"Cfa"
"Order","gemmatales","stramenopiles",2,"Cfb/Csb"
"Order","gemmatales","solibacterales",2,"Cfb/ET"
"Order","gemmatales","wd2101",2,"Csb/Dfb"
"Order","gemmatales","gemmatales",2,"Csb/Dfc"
"Order","gemmatales","rhizobiales",1,"Cwb"
"Order","gemmatales","verrucomicrobiales",2,"Cwb/ET"
"Order","gemmatales","planctomycetales",2,"Dfb/Dwb"
"Order","gemmatales","rickettsiales",2,"Dfb/EF"
"Order","gemmatales","pirellulales",1,"Dfc"
"Order","gemmatales","leptospirales",1,"Dwb"
"Order","gemmatales","sva0725",2,"Dwb/ET"
"Order","gemmatimonadales","n1423wl",1,"Af"
"Order","gemmatimonadales","verrucomicrobiales",1,"Af"
"Order","gemmatimonadales","wd2101",1,"Af"
"Order","gemmatimonadales","pseudomonadales",2,"Af/Am"
"Order","gemmatimonadales","pirellulales",2,"Af/Cfa"
"Order","gemmatimonadales","solibacterales",2,"Aw/Dwc"
"Order","gemmatimonadales","sphingomonadales",1,"BSh"
"Order","gemmatimonadales","mnd1",2,"BSk/EF"
"Order","gemmatimonadales","rhodospirillales",1,"Cfa"
"Order","gemmatimonadales","gemmatimonadales",1,"Cfb"
"Order","gemmatimonadales","pedosphaerales",1,"Cfb"
"Order","gemmatimonadales","syntrophobacterales",2,"Csb/Dwb"
"Order","gemmatimonadales","xanthomonadales",2,"Dfa/ET"
"Order","gemmatimonadales","rhizobiales",1,"Dfb"
"Order","gemmatimonadales","htcc2188",1,"Dwb"
"Order","gemmatimonadales","solirubrobacterales",2,"EF/ET"
"Order","gemmatimonadales","unassigned",1,"ET"
"Order","htcc2188","rickettsiales",1,"Af"
"Order","htcc2188","xanthomonadales",1,"Af"
"Order","htcc2188","stramenopiles",2,"Af/Cfa"
"Order","htcc2188","rhodobacterales",1,"Am"
"Order","htcc2188","thiotrichales",1,"Am"
"Order","htcc2188","pirellulales",2,"Am/ET"
"Order","htcc2188","saprospirales",1,"Aw"
"Order","htcc2188","syntrophobacterales",1,"Aw"
"Order","htcc2188","rb41",1,"Cfa"
"Order","htcc2188","rhodospirillales",1,"Cfb"
"Order","htcc2188","unassigned",1,"Csb"
"Order","htcc2188","rhizobiales",2,"Dfa/Dfb"
"Order","htcc2188","pseudomonadales",1,"Dfb"
"Order","htcc2188","mariprofundales",2,"Dfb/ET"
"Order","htcc2188","solirubrobacterales",1,"Dwb"
"Order","htcc2188","sphingomonadales",1,"Dwb"
"Order","htcc2188","leptospirales",1,"Dwc"
"Order","htcc2188","opitutales",1,"Dwc"
"Order","htcc2188","myxococcales",1,"ET"
"Order","leptospirales","pseudomonadales",1,"Am"
"Order","leptospirales","rb41",1,"Aw"
"Order","leptospirales","solibacterales",1,"Aw"
"Order","leptospirales","stramenopiles",2,"BSk/Cfb"
"Order","leptospirales","rhodobacterales",2,"BSk/Dfb"
"Order","leptospirales","unassigned",1,"Cfa"
"Order","leptospirales","nitrospirales",1,"Cfb"
"Order","leptospirales","rhodospirillales",2,"Cfb/Csb"
"Order","leptospirales","sphingobacteriales",2,"Cfb/EF"
"Order","leptospirales","n1423wl",1,"Csb"
"Order","leptospirales","xanthomonadales",2,"Csb/Dfb"
"Order","leptospirales","saprospirales",2,"Csb/Dwc"
"Order","leptospirales","pedosphaerales",1,"Dfa"
"Order","leptospirales","myxococcales",1,"Dfb"
"Order","leptospirales","pirellulales",1,"Dwc"
"Order","leptospirales","rhizobiales",1,"Dwc"
"Order","mariprofundales","nitrospirales",2,"Aw/Cfa"
"Order","mariprofundales","pedosphaerales",2,"Aw/Dwc"
"Order","mariprofundales","myxococcales",2,"BSk/ET"
"Order","mariprofundales","solibacterales",2,"Cwb/Dfc"
"Order","mariprofundales","rhizobiales",1,"Dfa"
"Order","mariprofundales","unassigned",1,"Dfa"
"Order","mariprofundales","rhodospirillales",2,"Dfa/Dfc"
"Order","mariprofundales","saprospirales",1,"Dfb"
"Order","mariprofundales","syntrophobacterales",1,"Dfb"
"Order","mariprofundales","solirubrobacterales",1,"Dfc"
"Order","mariprofundales","rb41",1,"Dwb"
"Order","mariprofundales","thiotrichales",1,"ET"
"Order","miz46","solibacterales",1,"Aw"
"Order","miz46","stramenopiles",1,"Aw"
"Order","miz46","solirubrobacterales",2,"Aw/Dfb"
"Order","miz46","pirellulales",1,"BSk"
"Order","miz46","unassigned",1,"BSk"
"Order","miz46","pedosphaerales",1,"Csa"
"Order","miz46","xanthomonadales",2,"Csa/Dfb"
"Order","miz46","rhodospirillales",2,"Dfc/Dwb"
"Order","miz46","sphingobacteriales",1,"Dwb"
"Order","miz46","saprospirales",1,"EF"
"Order","miz46","rickettsiales",1,"ET"
"Order","mnd1","myxococcales",2,"Af/Dfa"
"Order","mnd1","rickettsiales",1,"Am"
"Order","mnd1","solirubrobacterales",1,"Am"
"Order","mnd1","syntrophobacterales",1,"Aw"
"Order","mnd1","pseudomonadales",1,"BSk"
"Order","mnd1","rhizobiales",3,"BSk/Csa/EF"
"Order","mnd1","n1423wl",2,"BSk/Dfb"
"Order","mnd1","rhodospirillales",2,"Csb/Dfb"
"Order","mnd1","opitutales",1,"Cwb"
"Order","mnd1","pedosphaerales",1,"Cwb"
"Order","mnd1","mnd1",1,"Dfa"
"Order","mnd1","rb41",1,"Dwc"
"Order","mnd1","stramenopiles",1,"Dwc"
"Order","mnd1","thiotrichales",1,"EF"
"Order","myxococcales","pseudomonadales",2,"Af/BSh"
"Order","myxococcales","sphingomonadales",2,"Af/Csb"
"Order","myxococcales","sva0725",2,"Af/Cwb"
"Order","myxococcales","n1423wl",2,"Af/Dwb"
"Order","myxococcales","saprospirales",1,"Am"
"Order","myxococcales","syntrophobacterales",1,"Am"
"Order","myxococcales","verrucomicrobiales",2,"Am/Csb"
"Order","myxococcales","rickettsiales",1,"BSk"
"Order","myxococcales","rhodospirillales",1,"BWh"
"Order","myxococcales","xanthomonadales",1,"BWh"
"Order","myxococcales","nitrospirales",1,"Cfa"
"Order","myxococcales","pedosphaerales",1,"Cfb"
"Order","myxococcales","solirubrobacterales",1,"Cfb"
"Order","myxococcales","solibacterales",1,"Csa"
"Order","myxococcales","pirellulales",2,"Csb/Dfb"
"Order","myxococcales","opitutales",1,"Cwb"
"Order","myxococcales","rb41",1,"Cwb"
"Order","myxococcales","stramenopiles",1,"Dfb"
"Order","myxococcales","rhodobacterales",1,"Dfc"
"Order","myxococcales","rhizobiales",2,"Dwb/ET"
"Order","myxococcales","thiotrichales",1,"EF"
"Order","myxococcales","wd2101",1,"ET"
"Order","n1423wl","n1423wl",1,"Af"
"Order","n1423wl","rb41",1,"Af"
"Order","n1423wl","sphingomonadales",1,"Af"
"Order","n1423wl","stramenopiles",1,"Af"
"Order","n1423wl","solibacterales",2,"Aw/Dwc"
"Order","n1423wl","pseudomonadales",2,"BSk/Dfb"
"Order","n1423wl","sphingobacteriales",2,"BSk/Dfb"
"Order","n1423wl","nitrospirales",1,"Cfa"
"Order","n1423wl","rhodobacterales",1,"Cfb"
