"ClimateZone","level","from","to","x","n","n1","n2","pvalue","p.adj"
"Af","Class","ellin6529","thermoleophilia",6,919,20,12188,0.000434112122652874,0.00523952270845627
"Af","Class","elusimicrobia","planctomycetia",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Af","Class","elusimicrobia","solibacteres",1,919,10,12198,0.170554459489647,0.255992951893151
"Af","Class","elusimicrobia","unassigned",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Af","Class","fimbriimonadia","planctomycetia",1,919,13,12195,0.25585121894103,0.345138241931781
"Af","Class","fimbriimonadia","saprospirae",1,919,7,12201,0.0922695340456144,0.168717694572642
"Af","Class","flavobacteriia","gammaproteobacteria",1,919,22,12186,0.501297196400151,0.571012210045631
"Af","Class","flavobacteriia","saprospirae",2,919,13,12195,0.068893475769047,0.140269731858053
"Af","Class","gammaproteobacteria","gammaproteobacteria",4,919,72,12136,0.639424674613763,0.689967662100226
"Af","Class","gammaproteobacteria","gemmatimonadetes",3,919,22,12186,0.0788054256679029,0.152700399329529
"Af","Class","gammaproteobacteria","nitrospira",2,919,25,12183,0.28993966379417,0.377762394756604
"Af","Class","gammaproteobacteria","pauc37f",2,919,27,12181,0.332326812883545,0.418480926774854
"Af","Class","gammaproteobacteria","phycisphaerae",1,919,11,12197,0.198579070773887,0.286498394500056
"Af","Class","gammaproteobacteria","rb25",2,919,5,12203,0.00378861614635673,0.0269607169704165
"Af","Class","gammaproteobacteria","saprospirae",4,919,72,12136,0.639424674613763,0.689967662100226
"Af","Class","gammaproteobacteria","solibacteres",6,919,36,12172,0.0162776545999929,0.0578212032566607
"Af","Class","gammaproteobacteria","spartobacteria",1,919,11,12197,0.198579070773887,0.286498394500056
"Af","Class","gammaproteobacteria","thermoleophilia",6,919,50,12158,0.0790749741224254,0.153151483694235
"Af","Class","gammaproteobacteria","unassigned",2,919,6,12202,0.00715408133177231,0.0349484840674035
"Af","Class","gemmatimonadetes","gemmatimonadetes",3,919,12,12196,0.00967889924625809,0.0437814949558642
"Af","Class","gemmatimonadetes","leptospirae",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Class","gemmatimonadetes","methylacidiphilae",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Class","gemmatimonadetes","opitutae",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Af","Class","gemmatimonadetes","pedosphaerae",1,919,16,12192,0.341804220170622,0.427197113130864
"Af","Class","gemmatimonadetes","phycisphaerae",1,919,7,12201,0.0922695340456144,0.168717694572642
"Af","Class","gemmatimonadetes","planctomycetia",2,919,19,12189,0.168015384952526,0.255331914331574
"Af","Class","gemmatimonadetes","saprospirae",5,919,56,12152,0.243857198199952,0.332919303759259
"Af","Class","gemmatimonadetes","solibacteres",1,919,39,12169,0.803196641214977,0.830759020525674
"Af","Class","gemmatimonadetes","spartobacteria",1,919,12,12196,0.227088489222263,0.316137220275343
"Af","Class","gemmatimonadetes","verrucomicrobiae",1,919,1,12207,0,0
"Af","Class","leptospirae","pedosphaerae",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Class","leptospirae","planctomycetia",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Af","Class","leptospirae","solibacteres",1,919,5,12203,0.0485746266781192,0.111950876721603
"Af","Class","nitrospira","pauc37f",1,919,7,12201,0.0922695340456144,0.168717694572642
"Af","Class","nitrospira","pedosphaerae",1,919,8,12200,0.117069554880452,0.198445575180247
"Af","Class","nitrospira","planctomycetia",2,919,20,12188,0.187304152934134,0.27448440488009
"Af","Class","nitrospira","solibacteres",1,919,5,12203,0.0485746266781192,0.111950876721603
"Af","Class","nitrospira","spartobacteria",1,919,7,12201,0.0922695340456144,0.168717694572642
"Af","Class","nitrospira","sphingobacteriia",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Af","Class","nitrospira","sva0725",1,919,1,12207,0,0
"Af","Class","nitrospira","thermoleophilia",1,919,15,12193,0.313367318124383,0.399358242870038
"Af","Class","nitrospira","tk10",1,919,5,12203,0.0485746266781192,0.111950876721603
"Af","Class","opitutae","planctomycetia",2,919,13,12195,0.068893475769047,0.140269731858053
"Af","Class","opitutae","saprospirae",2,919,19,12189,0.168015384952526,0.255331914331574
"Af","Class","opitutae","solibacteres",1,919,11,12197,0.198579070773887,0.286498394500056
"Af","Class","opitutae","sphingobacteriia",2,919,19,12189,0.168015384952526,0.255331914331574
"Af","Class","pauc37f","thermoleophilia",1,919,6,12202,0.0692848993512927,0.140269731858053
"Af","Class","pedosphaerae","pedosphaerae",1,919,18,12190,0.397418098593855,0.478106450188552
"Af","Class","pedosphaerae","planctomycetia",3,919,13,12195,0.0131603210751974,0.0534098895924829
"Af","Class","pedosphaerae","saprospirae",3,919,27,12181,0.141406050545998,0.226761213248095
"Af","Class","pedosphaerae","solibacteres",4,919,35,12173,0.119367191632088,0.2010629776651
"Af","Class","pedosphaerae","spartobacteria",1,919,19,12189,0.424406653139894,0.502522561237178
"Af","Class","phycisphaerae","phycisphaerae",1,919,1,12207,0,0
"Af","Class","planctomycetia","planctomycetia",2,919,63,12145,0.862931741351572,0.881278491811041
"Af","Class","planctomycetia","saprospirae",4,919,23,12185,0.0257547179080382,0.0772034426865699
"Af","Class","planctomycetia","solibacteres",4,919,37,12171,0.142182745004572,0.227875191705404
"Af","Class","planctomycetia","thermoleophilia",1,919,23,12185,0.525420901913416,0.592137633069156
"Af","Class","saprospirae","saprospirae",3,919,53,12155,0.572543730403988,0.632667654360493
"Af","Class","saprospirae","solibacteres",4,919,60,12148,0.475093601964386,0.547184919675399
"Af","Class","saprospirae","thermoleophilia",2,919,40,12168,0.58850908114749,0.646679163346774
"Af","Class","solibacteres","solibacteres",2,919,34,12174,0.47706128140679,0.547898948424749
"Af","Class","solibacteres","spartobacteria",2,919,19,12189,0.168015384952526,0.255331914331574
"Af","Class","solibacteres","sphingobacteriia",1,919,15,12193,0.313367318124383,0.399358242870038
"Af","Class","solibacteres","thermoleophilia",4,919,27,12181,0.0482673580369306,0.111950876721603
"Af","Class","spartobacteria","spartobacteria",3,919,30,12178,0.185976748985574,0.273332197521519
"Af","Class","spartobacteria","tk10",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Af","Class","sphingobacteriia","thermoleophilia",1,919,5,12203,0.0485746266781192,0.111950876721603
"Af","Class","sphingobacteriia","unassigned",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Af","Class","thermoleophilia","thermoleophilia",9,919,51,12157,0.00417296658119781,0.0278431122486524
"Af","Class","thermoleophilia","unassigned",2,919,7,12201,0.0118233126154881,0.0493417563031936
"Af","Order","1","acidimicrobiales",1,919,1,12207,0,0
"Af","Order","1","acidobacteriales",1,919,6,12202,0.0692848993512927,0.140269731858053
"Af","Order","1","burkholderiales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Order","1","flavobacteriales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Order","1","myxococcales",2,919,10,12198,0.034192528986748,0.0896848585375022
"Af","Order","1","nitrospirales",1,919,9,12199,0.143282073389067,0.228516467251839
"Af","Order","1","opitutales",2,919,2,12206,0,0
"Af","Order","1","pedosphaerales",2,919,11,12197,0.0444437087105681,0.106973335680933
"Af","Order","1","planctomycetales",1,919,1,12207,0,0
"Af","Order","1","rhizobiales",1,919,9,12199,0.143282073389067,0.228516467251839
"Af","Order","1","saprospirales",2,919,8,12200,0.0178694715411029,0.0617430248024673
"Af","Order","1","sediment",2,919,42,12166,0.622096002066225,0.674983476268705
"Af","Order","107","burkholderiales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Order","107","cytophagales",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Af","Order","107","mvs",7,919,91,12117,0.377901942545012,0.459709338628598
"Af","Order","11","24",4,919,66,12142,0.561102969710942,0.623747118790315
"Af","Order","15","15",3,919,24,12184,0.101853376288393,0.180183833153782
"Af","Order","15","20",2,919,11,12197,0.0444437087105681,0.106973335680933
"Af","Order","15","84",1,919,6,12202,0.0692848993512927,0.140269731858053
"Af","Order","15","actinomycetales",4,919,21,12187,0.0176385376227713,0.0611860863884189
"Af","Order","15","b07_wmsp1",2,919,4,12204,0.00160546180998955,0.0153000785871388
"Af","Order","15","bacillales",3,919,8,12200,0.00174638107279668,0.0163348371051487
"Af","Order","15","ccu21",1,919,9,12199,0.143282073389067,0.228516467251839
"Af","Order","15","gaiellales",1,919,18,12190,0.397418098593855,0.478106450188552
"Af","Order","15","gemmatales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Af","Order","15","htcc2188",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Af","Order","15","iii1",28,919,456,11752,0.854938549189383,0.874347511221539
"Af","Order","18","actinomycetales",2,919,14,12194,0.0829517168915323,0.158468678183159
"Af","Order","18","ds",6,919,130,12078,0.867163423627858,0.884895307030068
"Af","Order","20","32",8,919,139,12069,0.728173422100594,0.767011792187354
"Af","Order","44","is",8,919,77,12131,0.123396372361641,0.205863928470356
"Af","Order","57","84",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Af","Order","57","bq2",2,919,62,12146,0.855564145803978,0.874879949831945
"Af","Order","84","actinomycetales",3,919,11,12197,0.00685604972322751,0.0346650710999398
"Af","Order","84","clostridiales",1,919,1,12207,0,0
"Af","Order","84","fac88",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Af","Order","84","gaiellales",1,919,9,12199,0.143282073389067,0.228516467251839
"Af","Order","84","gemmatimonadales",2,919,3,12205,0.000425305204699633,0.00517066896566994
"Af","Order","84","i",19,919,137,12071,0.00314410179855329,0.0245231112673309
"Af","Order","87","acidimicrobiales",1,919,1,12207,0,0
"Af","Order","87","bacillales",1,919,1,12207,0,0
"Af","Order","87","clostridiales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Order","87","cytophagales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Af","Order","87","kd8",4,919,65,12143,0.54724112744676,0.611764930401247
"Af","Order","acidimicrobiales","cytophagales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Order","acidimicrobiales","mariprofundales",1,919,1,12207,0,0
"Af","Order","acidimicrobiales","myxococcales",2,919,6,12202,0.00715408133177231,0.0349484840674035
"Af","Order","acidimicrobiales","rb41",2,919,9,12199,0.0253257401002982,0.0764727239115526
"Af","Order","acidimicrobiales","rhodobacterales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Af","Order","acidimicrobiales","sva0725",1,919,1,12207,0,0
"Af","Order","acidobacteriales","acidobacteriales",3,919,41,12167,0.372786428745687,0.456144752631965
"Af","Order","acidobacteriales","bacillales",2,919,7,12201,0.0118233126154881,0.0493417563031936
"Af","Order","acidobacteriales","caulobacterales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Order","acidobacteriales","cytophagales",2,919,6,12202,0.00715408133177231,0.0349484840674035
"Af","Order","acidobacteriales","ellin329",5,919,20,12188,0.00277144637010296,0.0229823224362568
"Af","Order","acidobacteriales","gaiellales",2,919,19,12189,0.168015384952526,0.255331914331574
"Af","Order","acidobacteriales","mnd1",1,919,7,12201,0.0922695340456144,0.168717694572642
"Af","Order","acidobacteriales","myxococcales",6,919,26,12182,0.00247318762709647,0.0207255361329533
"Af","Order","acidobacteriales","n1423wl",1,919,10,12198,0.170554459489647,0.255992951893151
"Af","Order","acidobacteriales","nitrospirales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Af","Order","acidobacteriales","pedosphaerales",4,919,49,12159,0.307930333975797,0.395300585852479
"Af","Order","acidobacteriales","pirellulales",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Af","Order","acidobacteriales","pseudomonadales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Af","Order","acidobacteriales","rb41",1,919,23,12185,0.525420901913416,0.592137633069156
"Af","Order","acidobacteriales","rhizobiales",6,919,60,12148,0.16294336047203,0.250363194353595
"Af","Order","acidobacteriales","rhodospirillales",1,919,20,12188,0.450751375384978,0.525136221773734
"Af","Order","acidobacteriales","solibacterales",6,919,77,12131,0.35950755080456,0.443543438698032
"Af","Order","acidobacteriales","solirubrobacterales",3,919,26,12182,0.12760772572984,0.210715828458983
"Af","Order","acidobacteriales","sphingobacteriales",2,919,15,12193,0.0981209518111064,0.176446221252295
"Af","Order","acidobacteriales","syntrophobacterales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Af","Order","acidobacteriales","thiotrichales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Af","Order","acidobacteriales","unassigned",9,919,67,12141,0.0274448291766118,0.0798971418589634
"Af","Order","acidobacteriales","xanthomonadales",1,919,14,12194,0.284667802615946,0.373462647304415
"Af","Order","actinomycetales","actinomycetales",3,919,66,12142,0.742176308089006,0.779593817949808
"Af","Order","actinomycetales","bacillales",2,919,26,12182,0.31111339484604,0.397824170716823
"Af","Order","actinomycetales","ellin5290",1,919,6,12202,0.0692848993512927,0.140269731858053
"Af","Order","actinomycetales","gaiellales",3,919,45,12163,0.442328789450639,0.518075768573063
"Af","Order","actinomycetales","gemmatales",2,919,23,12185,0.247998288510873,0.337301956172928
"Af","Order","actinomycetales","gemmatimonadales",1,919,11,12197,0.198579070773887,0.286498394500056
"Af","Order","actinomycetales","htcc2188",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Af","Order","actinomycetales","mariprofundales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Af","Order","actinomycetales","myxococcales",3,919,54,12154,0.587605532255143,0.64597078298567
"Af","Order","actinomycetales","nitrospirales",3,919,11,12197,0.00685604972322751,0.0346650710999398
"Af","Order","actinomycetales","pedosphaerales",1,919,11,12197,0.198579070773887,0.286498394500056
"Af","Order","actinomycetales","pirellulales",1,919,9,12199,0.143282073389067,0.228516467251839
"Af","Order","actinomycetales","rb41",3,919,44,12164,0.425110453719659,0.503070006574318
"Af","Order","actinomycetales","rhizobiales",6,919,80,12128,0.397307402109987,0.478106450188552
"Af","Order","actinomycetales","rhodospirillales",2,919,28,12180,0.353514456470105,0.4383558220833
"Af","Order","actinomycetales","saprospirales",4,919,40,12168,0.179572521525388,0.266589357140889
"Af","Order","actinomycetales","solibacterales",2,919,38,12170,0.553062533259579,0.616577239273003
"Af","Order","actinomycetales","solirubrobacterales",4,919,40,12168,0.179572521525388,0.266589357140889
"Af","Order","actinomycetales","sphingobacteriales",2,919,17,12191,0.131419659428273,0.214254434279813
"Af","Order","actinomycetales","sphingomonadales",2,919,26,12182,0.31111339484604,0.397824170716823
"Af","Order","actinomycetales","syntrophobacterales",3,919,13,12195,0.0131603210751974,0.0534098895924829
"Af","Order","actinomycetales","unassigned",10,919,84,12124,0.049680683895068,0.112587034556491
"Af","Order","actinomycetales","wd2101",1,919,9,12199,0.143282073389067,0.228516467251839
"Af","Order","actinomycetales","xanthomonadales",2,919,29,12179,0.374615925732619,0.45710821743128
"Af","Order","b07_wmsp1","chthoniobacterales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Af","Order","b07_wmsp1","nitrospirales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Af","Order","b07_wmsp1","rhizobiales",2,919,15,12193,0.0981209518111064,0.176446221252295
"Af","Order","b97","myxococcales",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Af","Order","b97","pirellulales",1,919,8,12200,0.117069554880452,0.198445575180247
"Af","Order","bacillales","bacillales",1,919,12,12196,0.227088489222263,0.316137220275343
"Af","Order","bacillales","n1423wl",1,919,6,12202,0.0692848993512927,0.140269731858053
"Af","Order","bacillales","nitrospirales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Order","bacillales","opitutales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Af","Order","bacillales","rb41",2,919,14,12194,0.0829517168915323,0.158468678183159
"Af","Order","bacillales","rhizobiales",1,919,14,12194,0.284667802615946,0.373462647304415
"Af","Order","bacillales","solibacterales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Af","Order","bacillales","solirubrobacterales",1,919,8,12200,0.117069554880452,0.198445575180247
"Af","Order","bacillales","unassigned",2,919,19,12189,0.168015384952526,0.255331914331574
"Af","Order","bacillales","xanthomonadales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Af","Order","burkholderiales","cytophagales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Af","Order","burkholderiales","gaiellales",2,919,7,12201,0.0118233126154881,0.0493417563031936
"Af","Order","burkholderiales","mnd1",2,919,7,12201,0.0118233126154881,0.0493417563031936
"Af","Order","burkholderiales","myxococcales",3,919,25,12183,0.114410241460121,0.195268267935418
"Af","Order","burkholderiales","pseudomonadales",1,919,14,12194,0.284667802615946,0.373462647304415
"Af","Order","burkholderiales","rhizobiales",3,919,35,12173,0.268120272602577,0.357122319301563
"Af","Order","burkholderiales","rhodobacterales",1,919,6,12202,0.0692848993512927,0.140269731858053
"Af","Order","burkholderiales","rhodospirillales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Af","Order","burkholderiales","saprospirales",1,919,37,12171,0.778751500091412,0.810757651687924
"Af","Order","burkholderiales","sphingobacteriales",1,919,8,12200,0.117069554880452,0.198445575180247
